,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.9177055702917771,0.9191310344827587,0.9146153846153846,0.9135582010582011,0.9031724137931034,0.9082375478927203,0.9149725274725274,0.8958928571428572,0.9207417582417582,0.8809142857142856,0.9430357142857143,0.9115,0.9103,0.906547619047619,0.8989285714285714,0.9342724867724868,0.9112997347480106,0.9150857142857143,0.8974074074074074,0.9266344827586207,0.909985754985755,0.9247862068965518,0.9098132183908046,0.9291203703703703,0.9104761904761904,0.9315142857142857,0.8938095238095238,0.9146428571428571,0.9098714285714286,0.9005428571428571
1,0.9423571428571429,0.9537931034482758,0.9252222222222222,0.953460591133005,0.9332758620689655,0.9448659003831418,0.9425615763546799,0.9323768472906404,0.9220424403183024,0.9432635467980296,0.9406773399014778,0.9440740740740741,0.950925925925926,0.9203571428571429,0.9185714285714286,0.9664285714285714,0.9474457215836526,0.9484236453201971,0.924125159642401,0.9430740740740741,0.9565772669220945,0.9489285714285715,0.9469827586206897,0.9106896551724137,0.9370242656449553,0.9551494252873564,0.9134865900383142,0.914679802955665,0.9462807881773398,0.9155172413793103
2,0.9374367816091954,0.9353333333333333,0.9363333333333334,0.9431851851851852,0.9122758620689655,0.9286206896551724,0.953743842364532,0.9272413793103449,0.9512068965517242,0.9292619047619047,0.9479679802955665,0.9368596059113301,0.9159285714285714,0.9435555555555556,0.9464814814814815,0.9547241379310345,0.9310344827586207,0.9526666666666667,0.903448275862069,0.9479679802955665,0.96,0.9402463054187192,0.9405911330049261,0.9396040868454661,0.960485312899106,0.9536666666666667,0.953346104725415,0.9455938697318007,0.9612619047619048,0.9418571428571428
3,0.9341264367816092,0.922952380952381,0.8882528735632185,0.9103571428571429,0.8679310344827587,0.853103448275862,0.9229761904761905,0.95,0.8871264367816092,0.8710919540229884,0.8814252873563218,0.9463333333333334,0.8889761904761905,0.9318045977011494,0.9354064039408867,0.9594022988505747,0.9562380952380952,0.9331034482758621,0.9295476190476191,0.9376190476190476,0.9235747126436782,0.850047619047619,0.9481527093596059,0.8926091954022989,0.9531264367816092,0.9181773399014779,0.9378571428571428,0.9239285714285714,0.9386206896551724,0.9027586206896552
4,0.9393333333333334,0.9573793103448276,0.9329761904761905,0.9293103448275862,0.839919540229885,0.8799080459770114,0.8370238095238095,0.8332873563218391,0.9467126436781609,0.8934597701149425,0.9323333333333333,0.904080459770115,0.8736190476190476,0.9407380952380953,0.8327142857142857,0.946919540229885,0.9440689655172414,0.9176551724137931,0.9479679802955665,0.9370229885057471,0.9447471264367816,0.9451904761904761,0.8897380952380952,0.9269770114942528,0.9179047619047619,0.8820689655172413,0.9188965517241379,0.8615,0.9425714285714286,0.8846190476190476
5,0.928,0.9039195402298851,0.9547471264367816,0.9353333333333333,0.9062142857142856,0.9556896551724138,0.8986190476190477,0.9179540229885057,0.953287356321839,0.9411083743842364,0.9474252873563218,0.9215402298850575,0.8893333333333333,0.9378505747126437,0.903896551724138,0.8780229885057471,0.8686904761904761,0.9315747126436782,0.9207701149425287,0.9541666666666666,0.8618571428571429,0.942551724137931,0.9131666666666667,0.8648965517241379,0.8875977011494253,0.881,0.9208809523809524,0.9429655172413793,0.9367701149425287,0.8938571428571429
6,0.9115632183908046,0.948952380952381,0.7899285714285714,0.9385057471264368,0.7531379310344828,0.9410000000000001,0.9079080459770115,0.9020689655172414,0.9596666666666667,0.8923333333333333,0.9052528735632184,0.9508045977011494,0.8310229885057472,0.9460000000000001,0.8840229885057471,0.954367816091954,0.9190344827586207,0.9116781609195402,0.8887126436781609,0.8579770114942529,0.8213793103448276,0.9400344827586207,0.7806896551724138,0.8098160919540229,0.949047619047619,0.9393333333333334,0.9405862068965517,0.8888505747126436,0.9188735632183909,0.8162758620689655
7,0.9248505747126436,0.9317241379310345,0.879,0.9451724137931035,0.846,0.7856666666666666,0.9105517241379311,0.875816091954023,0.892,0.8787619047619047,0.9446666666666667,0.8777011494252873,0.7813333333333333,0.8876666666666667,0.9350114942528736,0.9464252873563218,0.9429655172413793,0.865264367816092,0.8130574712643678,0.9417931034482758,0.8702380952380953,0.9406896551724138,0.788367816091954,0.929528735632184,0.9158620689655173,0.8095632183908046,0.9449080459770115,0.907528735632184,0.8397241379310345,0.9223768472906404
8,0.8948045977011494,0.9389195402298851,0.9430000000000001,0.9272528735632184,0.9278735632183908,0.8079999999999999,0.8321149425287356,0.8764597701149426,0.8886666666666667,0.9041724137931034,0.9098735632183907,0.7956666666666666,0.8505172413793103,0.9386666666666666,0.9311264367816092,0.9596666666666667,0.8842068965517241,0.858,0.8846781609195402,0.9276666666666666,0.9405747126436782,0.9556666666666667,0.9699655172413794,0.8336666666666667,0.9167471264367816,0.8377011494252874,0.8117241379310345,0.9013333333333333,0.9162068965517242,0.913
9,0.9120689655172414,0.9457586206896552,0.8843333333333333,0.9376436781609195,0.9231494252873563,0.9272758620689655,0.8213333333333334,0.8619425287356322,0.8230689655172414,0.8740919540229884,0.9558620689655173,0.871,0.8291149425287356,0.9351724137931035,0.9380000000000001,0.9271839080459771,0.8505057471264368,0.945,0.9407857142857143,0.9169425287356322,0.8223333333333334,0.9542643678160919,0.7806666666666666,0.8390238095238095,0.9531724137931035,0.9689425287356321,0.9401839080459771,0.9125977011494253,0.903632183908046,0.912
