,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.9434626436781609,0.9182967032967033,0.9146428571428571,0.9121241379310345,0.8983540372670807,0.9242857142857143,0.919047619047619,0.9113714285714285,0.9091666666666667,0.9095172413793103,0.9093,0.9084316770186336,0.9098571428571429,0.906066411238825,0.904896551724138,0.9277,0.9072148541114058,0.908416149068323,0.9087310344827586,0.9113129973474801,0.9399428571428572,0.9155072463768116,0.9234913793103449,0.8990752351097179,0.928315649867374,0.9302,0.9031832298136646,0.9118247126436781,0.9158620689655173,0.9176984126984127,0.9217261904761904,0.9175724137931034,0.9339224137931035,0.9119923371647509,0.9148571428571428,0.9197857142857143,0.9107957559681698,0.9283764367816092,0.9306,0.9156547619047619
1,0.950536398467433,0.9524521072796934,0.9669476372924649,0.946794380587484,0.9432439335887611,0.9694444444444444,0.9445849297573435,0.9484802043422733,0.9483620689655172,0.9515873015873015,0.9391133004926109,0.9536822660098522,0.9440740740740741,0.920404761904762,0.9355555555555556,0.9427969348659003,0.9427075351213282,0.9493103448275862,0.9412566137566137,0.9433588761174968,0.902047619047619,0.9327216748768473,0.9005236270753512,0.914904214559387,0.9151724137931034,0.92,0.9401609195402298,0.9477179487179487,0.9512962962962963,0.9436263736263736,0.9574137931034483,0.9356066411238825,0.9402962962962963,0.9412466843501326,0.9126947637292465,0.9491698595146871,0.9532804232804233,0.9145238095238095,0.9373563218390805,0.9211671087533156
2,0.9390024630541872,0.9441379310344827,0.9455172413793104,0.9613333333333334,0.9447619047619047,0.9427463054187192,0.9364523809523809,0.9481149425287356,0.9513916256157635,0.9598095238095238,0.9614901477832513,0.9370812807881773,0.9475714285714286,0.9423882503192849,0.9365517241379311,0.950923645320197,0.953742017879949,0.923,0.94,0.9554367816091954,0.9545083014048531,0.9294458128078817,0.9274753694581281,0.9274753694581281,0.9256960408684547,0.9237857142857143,0.9456551724137932,0.94185960591133,0.9478045977011494,0.9355714285714286,0.9548045977011494,0.9394704433497537,0.9464814814814815,0.9591428571428572,0.9382758620689655,0.9320689655172414,0.9487611749680716,0.9588620689655173,0.9293333333333333,0.9451724137931035
3,0.9489285714285715,0.9413095238095238,0.9271264367816092,0.9175862068965517,0.9184761904761904,0.9528390804597701,0.9484022988505747,0.9588095238095238,0.9539310344827586,0.9371111111111111,0.9378850574712644,0.9322380952380952,0.9457701149425287,0.9058571428571428,0.923448275862069,0.9594367816091954,0.9106666666666667,0.9388095238095238,0.9402619047619047,0.94185960591133,0.9345287356321839,0.9258620689655173,0.8825000000000001,0.9007380952380952,0.932,0.9293226600985222,0.946103448275862,0.9523571428571429,0.8965147783251232,0.9138916256157635,0.9372413793103448,0.9282068965517242,0.9403103448275862,0.9216190476190476,0.9357619047619048,0.9413333333333334,0.9507701149425287,0.9296666666666666,0.9085977011494253,0.933448275862069
4,0.9444712643678161,0.939,0.9412873563218391,0.9451494252873563,0.9616904761904762,0.9516206896551724,0.9577619047619048,0.9242619047619047,0.9443333333333334,0.9445632183908046,0.9429885057471264,0.9496781609195403,0.845367816091954,0.9584761904761905,0.9281724137931034,0.8976108374384236,0.9455238095238095,0.9678850574712644,0.9416666666666667,0.9583218390804598,0.9491034482758621,0.9566904761904762,0.9286206896551724,0.9271428571428572,0.9366436781609195,0.9351724137931035,0.9467471264367816,0.9677586206896551,0.9452758620689655,0.9453333333333334,0.8953095238095238,0.9366625615763546,0.9017619047619048,0.9601904761904761,0.9520689655172414,0.9425287356321839,0.8961724137931034,0.9367586206896552,0.922404761904762,0.9164597701149425
5,0.9364532019704433,0.8058045977011494,0.9519310344827586,0.9521494252873564,0.9593333333333334,0.956,0.9507142857142857,0.9441264367816092,0.9373678160919541,0.9487586206896552,0.9403333333333334,0.9359999999999999,0.9692142857142857,0.914047619047619,0.8948275862068965,0.9336781609195403,0.9112857142857143,0.9676436781609196,0.9515747126436782,0.9538333333333333,0.9128735632183909,0.9359999999999999,0.9044597701149425,0.9147011494252874,0.9176436781609195,0.9087586206896552,0.9527471264367816,0.9413908045977012,0.9363563218390805,0.8885952380952381,0.9258620689655173,0.9393809523809524,0.9650574712643678,0.9441379310344827,0.9451954022988506,0.8888505747126436,0.9486206896551724,0.7913571428571428,0.9219770114942529,0.9459310344827586
6,0.9193333333333333,0.9610919540229885,0.9515476190476191,0.9485287356321839,0.8818333333333334,0.9496666666666667,0.8037241379310345,0.8793448275862069,0.9231034482758621,0.9570919540229885,0.9572298850574713,0.934952380952381,0.9469425287356322,0.9208505747126436,0.9343333333333333,0.9636666666666667,0.9268390804597701,0.9402183908045977,0.8411379310344828,0.9185632183908046,0.9206666666666666,0.9126206896551724,0.8953333333333333,0.7965517241379311,0.9390000000000001,0.9463563218390805,0.9562068965517241,0.953,0.9140919540229885,0.9250114942528735,0.9406091954022988,0.9340229885057472,0.9085287356321838,0.9452643678160919,0.9428620689655173,0.9291379310344827,0.9243678160919541,0.9142298850574713,0.9532988505747126,0.9232413793103449
7,0.867,0.9534942528735633,0.8963563218390804,0.9243333333333333,0.9314022988505747,0.9041494252873563,0.9276666666666666,0.9556321839080459,0.9552643678160919,0.9245977011494253,0.9465632183908046,0.9313333333333333,0.9026666666666666,0.944735632183908,0.8845862068965518,0.9243333333333333,0.932712643678161,0.9376666666666666,0.9423333333333334,0.9533563218390805,0.8639540229885058,0.9331724137931035,0.886551724137931,0.9482758620689655,0.9436666666666667,0.8916666666666667,0.9623333333333334,0.8514597701149426,0.9476091954022988,0.9399540229885057,0.9243678160919541,0.9483333333333334,0.9378735632183908,0.9391839080459771,0.9339655172413793,0.918,0.9282298850574713,0.9343333333333333,0.8434367816091954,0.9614022988505747
8,0.9626666666666667,0.8161379310344827,0.9693793103448276,0.8695057471264368,0.9173809523809524,0.9656666666666667,0.9607701149425287,0.9420689655172414,0.9175977011494253,0.9392988505747126,0.9355057471264367,0.9536666666666667,0.9482183908045977,0.9372298850574713,0.9499770114942528,0.8428390804597701,0.9016666666666666,0.962,0.93983908045977,0.9028390804597701,0.913,0.9259655172413793,0.949,0.9216436781609195,0.940551724137931,0.9080229885057471,0.920528735632184,0.9243333333333333,0.9507586206896552,0.948952380952381,0.9555057471264368,0.9463333333333334,0.9406666666666667,0.94,0.9266551724137931,0.9206666666666666,0.9442413793103448,0.9283563218390805,0.9485977011494253,0.9379655172413793
9,0.9472643678160919,0.9506666666666667,0.9678735632183908,0.9509885057471265,0.9446666666666667,0.9386666666666666,0.9693333333333334,0.8948505747126436,0.927,0.9477586206896552,0.9247586206896552,0.9375862068965517,0.9433793103448276,0.942,0.8517586206896552,0.967816091954023,0.9106666666666667,0.9633333333333334,0.9331034482758621,0.9598390804597701,0.9220229885057472,0.9233333333333333,0.9383103448275862,0.9212183908045977,0.9575977011494253,0.9386666666666666,0.8926666666666667,0.9186206896551724,0.8973333333333333,0.9551264367816092,0.8095057471264367,0.863264367816092,0.937712643678161,0.9702183908045977,0.9246666666666666,0.8803333333333334,0.8783333333333333,0.954183908045977,0.9333793103448276,0.855735632183908
